Entrez Gene ID	Symbol	MGI ID	Smad1/5 peaks minimal p-value in -8k~+3k	Smad4 peaks minimal p-value in -8k~+3k
72560	Naalad2	MGI:1919810		
108124	Napa	MGI:104563		
67877	Nat5	MGI:1915127		
66176	Nat9	MGI:1913426		
215690	Nav1	MGI:2183683		
17965	Nbl1	MGI:104591		
52589	Ncald	MGI:1196326		
66647	Ndnl2	MGI:1913897		
29812	Ndrg3	MGI:1352499		
15531	Ndst1	MGI:104719		
17423	Ndst2	MGI:97040		
338352	Nell1	MGI:2443902		
246317	Neto1	MGI:2180216		
18020	Nfatc2ip	MGI:1329015		
53972	Ngef	MGI:1858414		
18073	Nid1	MGI:97342		
75533	Nme5	MGI:1922783		
74080	Nmnat3	MGI:1921330		
100608	Noc4l	MGI:2140843		
53610	Nono	MGI:1855692		
329416	Nostrin	MGI:3606242		
384452	Noto	MGI:3053002		
18133	Nov	MGI:109185		
54615	Npff	MGI:1891708		
104443	Npffr2	MGI:1860130		
18158	Nppb	MGI:97368		
230103	Npr2	MGI:97372		
18168	Npy5r	MGI:108082		
18171	Nr1i2	MGI:1337040		
23958	Nr2e3	MGI:1346317		
13865	Nr2f1	MGI:1352451		
223649	Nrbp2	MGI:2385017		
18181	Nrf1	MGI:1332235		
64011	Nrgn	MGI:1927184		
78593	Nrip3	MGI:1925843		
70881	Nt5c1b	MGI:1918131		
76952	Nt5c2	MGI:2178563		
18213	Ntrk3	MGI:97385		
214254	Nudt15	MGI:2443366		
18223	Numbl	MGI:894702		
56488	Nxt1	MGI:1929619		
23961	Oas1b	MGI:97430		
246728	Oas2	MGI:2180852		
69287	Odf3	MGI:1916537		
382075	Odf3l1	MGI:2681875		
218165	Ofcc1	MGI:2658851		
18302	Oit3	MGI:1201782		
380924	Olfm4	MGI:2685142		
244198	Olfml1	MGI:2679264		
258565	Olfr1009	MGI:3030843		
258562	Olfr1014	MGI:3030848		
258625	Olfr116	MGI:2177499		
257890	Olfr12	MGI:107863		
236785	Olfr1321	MGI:3031155		
257978	Olfr1322	MGI:3031156		
258289	Olfr1324	MGI:3031158		
258301	Olfr1340	MGI:3031174		
258918	Olfr1346	MGI:3031180		
258384	Olfr1350	MGI:3031184		
258280	Olfr1366	MGI:3031200		
258526	Olfr1367	MGI:3031201		
258912	Olfr1378	MGI:3031212		
404337	Olfr1383	MGI:3031217		
259069	Olfr1389	MGI:3031223		
259005	Olfr139	MGI:2177522		
259068	Olfr1390	MGI:3031224		
258463	Olfr1393	MGI:3031227		
258334	Olfr1396	MGI:3031230		
258881	Olfr1404	MGI:3031238		
258484	Olfr1410	MGI:3031244		
259039	Olfr1413	MGI:3031247		
259040	Olfr1416	MGI:3031250		
258405	Olfr1420	MGI:3031254		
258310	Olfr145	MGI:2177528		
258098	Olfr1490	MGI:3031324		
258914	Olfr211	MGI:3030045		
258754	Olfr214	MGI:3030048		
257886	Olfr225	MGI:3030059		
258278	Olfr284	MGI:3030118		
18329	Olfr30	MGI:109305		
258610	Olfr307	MGI:3030141		
257917	Olfr314	MGI:3030148		
257892	Olfr324	MGI:3030158		
258950	Olfr342	MGI:3030176		
258703	Olfr402	MGI:3030236		
258756	Olfr414	MGI:3030248		
258293	Olfr437	MGI:3030271		
259067	Olfr449	MGI:3030283		
258207	Olfr452	MGI:3030286		
259144	Olfr456	MGI:3030290		
258569	Olfr459	MGI:3030293		
258816	Olfr466	MGI:3030300		
258718	Olfr513	MGI:3030347		
258353	Olfr521	MGI:3030355		
258954	Olfr522	MGI:3030356		
258055	Olfr524	MGI:3030358		
258356	Olfr564	MGI:3030398		
258156	Olfr605	MGI:3030439		
259098	Olfr606	MGI:3030440		
18363	Olfr62	MGI:1333887		
258326	Olfr642	MGI:3030476		
258817	Olfr655	MGI:3030489		
56014	Olfr70	MGI:1860079		
258863	Olfr768	MGI:3030602		
258933	Olfr796	MGI:3030630		
259070	Olfr829	MGI:3030663		
258908	Olfr853	MGI:3030687		
258882	Olfr874	MGI:3030708		
258800	Olfr905	MGI:3030739		
258506	Olfr95	MGI:2177478		
258242	Olfr955	MGI:3030789		
258507	Olfr96	MGI:2177479		
258276	Olfr960	MGI:3030794		
258854	Olfr985	MGI:3030819		
330908	Opcml	MGI:97397		
94190	Ophn1	MGI:2151070		
18389	Oprl1	MGI:97440		
18390	Oprm1	MGI:97441		
18406	Orm2	MGI:97444		
64291	Osbpl1a	MGI:1927551		
228983	Osbpl2	MGI:2442832		
79196	Osbpl5	MGI:1930265		
99031	Osbpl6	MGI:2139014		
23967	Osr1	MGI:1344424		
260301	Otos	MGI:2672814		
72201	Otud6b	MGI:1919451		
12659	Ovgp1	MGI:106661		
18426	Ovol1	MGI:1330290		
18431	Oca2	MGI:97454		
231602	P2rx2	MGI:2665170		
74191	P2ry13	MGI:1921441		
57385	P2ry4	MGI:1926594		
18459	Pabpc2	MGI:1349723		
18599	Padi1	MGI:1338893		
18475	Pafah1b2	MGI:108415		
18478	Pah	MGI:97473		
18481	Pak3	MGI:1339656		
242481	Palm2	MGI:1934601		
72587	Pan3	MGI:1919837		
18491	Pappa	MGI:97479		
57342	Parva	MGI:1931144		
64099	Parvg	MGI:2158329		
13180	Pcbd1	MGI:94873		
53601	Pcdh12	MGI:1855700		
93872	Pcdhb1	MGI:2136730		
69587	Pcgf3	MGI:1916837		
76073	Pcgf5	MGI:1923505		
18534	Pck1	MGI:97501		
100102	Pcsk9	MGI:2140260		
236899	Pcyt1b	MGI:2147987		
79455	Pdcl2	MGI:1890655		
207728	Pde2a	MGI:2446107		
18587	Pde6b	MGI:97525		
110855	Pde6c	MGI:105956		
18585	Pde9a	MGI:1277179		
18596	Pdgfrb	MGI:97531		
212684	Pdzd7	MGI:3608325		
59020	Pdzk1	MGI:1928901		
226153	Peo1	MGI:2137410		
18624	Pepd	MGI:97542		
56093	Pfpl	MGI:1860266		
109820	Pgc	MGI:98909		
18654	Pgf	MGI:105095		
21652	Phf1	MGI:98647		
227696	Phyhd1	MGI:3612860		
94227	Pi15	MGI:1934659		
83490	Pik3ap1	MGI:1933177		
74769	Pik3cb	MGI:1922019		
18708	Pik3r1	MGI:97583		
18715	Pim2	MGI:97587		
18740	Pitx1	MGI:107374		
57746	Piwil2	MGI:1930036		
26970	Pla2g2e	MGI:1349660		
271844	Pla2g4f	MGI:2685493		
56096	Plac1	MGI:1926287		
231507	Plac8	MGI:2445289		
224860	Plcl2	MGI:1352756		
239318	Plcxd3	MGI:2442605		
233765	Plekha7	MGI:2445094		
67220	Plekho1	MGI:1914470		
103968	Plin1	MGI:1890505		
18823	Plp1	MGI:97623		
102866	Pls3	MGI:104807		
18843	Plunc	MGI:1338036		
18844	Plxna1	MGI:107685		
18846	Plxna3	MGI:107683		
235611	Plxnb1	MGI:2154238		
54128	Pmm2	MGI:1859214		
69060	Pnlip	MGI:97722		
18946	Pnliprp1	MGI:97723		
18947	Pnliprp2	MGI:1336202		
18155	Pnoc	MGI:105308		
433091	Pnpla1	MGI:3617850		
56626	Poll	MGI:1889000		
18976	Pomc	MGI:97742		
53627	Porcn	MGI:1890212		
18985	Pou2af1	MGI:105086		
18993	Pou3f3	MGI:102564		
18996	Pou4f1	MGI:102525		
19011	Pp11r	MGI:97746		
67916	Ppap2b	MGI:1915166		
50784	Ppap2c	MGI:1354945		
227721	Ppapdc3	MGI:2445183		
66812	Ppcdc	MGI:1914062		
19041	Ppl	MGI:1194898		
19047	Ppp1cc	MGI:104872		
58200	Ppp1r1a	MGI:1889595		
19065	Ppyr1	MGI:105374		
22264	Prap1	MGI:893573		
77630	Prdm8	MGI:1924880		
54683	Prdx5	MGI:1859821		
170952	Prima1	MGI:1926097		
18751	Prkcb	MGI:97596		
19116	Prlr	MGI:97763		
19124	Procr	MGI:104596		
192212	Prom2	MGI:2138997		
19127	Prop1	MGI:109330		
241638	RP23-100C5.8	MGI:2656976		
110639	Prps2	MGI:97776		
107751	Prrxl1	MGI:2148204		
70835	Prss22	MGI:1918085		
114661	Prss28	MGI:2149951		
114662	Prss29	MGI:2149952		
16913	Psmb8	MGI:1346527		
23996	Psmc4	MGI:1346093		
66413	Psmd6	MGI:1913663		
19194	Psp	MGI:97787		
19222	Ptgir	MGI:99535		
19223	Ptgis	MGI:1097156		
19226	Pth	MGI:97799		
19249	Ptpn13	MGI:103293		
19268	Ptprf	MGI:102695		
19274	Ptprm	MGI:102694		
19273	Ptpru	MGI:1321151		
80913	Pum2	MGI:1931751		
69307	Pxt1	MGI:1916557		
209027	Pycr1	MGI:2384795		
19309	Pygm	MGI:97830		
68328	Rab13	MGI:1927232		
75985	Rab30	MGI:1923235		
67844	Rab32	MGI:1915094		
77407	Rab35	MGI:1924657		
76877	Rab36	MGI:1924127		
67295	Rab3c	MGI:1914545		
74760	Rab3il1	MGI:1922010		
56382	Rab9	MGI:1890695		
68708	Rabl2a	MGI:1915958		
58186	Rad18	MGI:1890476		
109905	Rap1a	MGI:97852		
229877	Rap1gds1	MGI:2385189		
72065	Rap2c	MGI:1919315		
19415	Rasal1	MGI:1330842		
19417	Rasgrf1	MGI:99694		
19419	Rasgrp1	MGI:1314635		
245688	Rbbp7	MGI:1194910		
19652	Rbm3	MGI:1099460		
19659	Rbp1	MGI:97876		
19661	Rbp3	MGI:97878		
19662	Rbp4	MGI:97879		
19691	Recql	MGI:103021		
70335	Reep6	MGI:1917585		
19697	Rela	MGI:103290		
19698	Relb	MGI:103289		
19700	Rem1	MGI:1097696		
19703	Renbp	MGI:105940		
194590	Reps2	MGI:2663511		
328370	Rft1	MGI:3607791		
331474	Rgag4	MGI:3045324		
19733	Rgn	MGI:108024		
19734	Rgs16	MGI:108407		
19736	Rgs4	MGI:108409		
320360	Ric3	MGI:2443887		
280408	Rilp	MGI:2144271		
241770	Rims4	MGI:2674366		
225870	Rin1	MGI:2385695		
71340	Riok1	MGI:1918590		
19762	Rit2	MGI:108054		
75019	Rnase10	MGI:1922269		
497071	Rnase13	MGI:3528592		
223881	Rnd1	MGI:2444878		
66889	Rnf128	MGI:1914139		
68031	Rnf146	MGI:1915281		
66825	Rnf186	MGI:1914075		
233900	Rnf40	MGI:2142048		
19649	Robo3	MGI:1343102		
19894	Rph3a	MGI:102788		
66211	Rpl3l	MGI:1913461		
103963	Rpn1	MGI:98084		
267019	Rps15a	MGI:2389091		
67941	Rps27l	MGI:1915191		
192199	Rspo1	MGI:2183426		
239405	Rspo2	MGI:1922667		
228770	Rspo4	MGI:1924467		
353326	Rtl1	MGI:2656842		
170728	Rtn4ip1	MGI:2178759		
216724	Rufy1	MGI:2429762		
20210	Saa3	MGI:98223		
20211	Saa4	MGI:98224		
20215	Sag	MGI:98227		
233033	Samd4b	MGI:2448542		
75953	Samd7	MGI:1923203		
71984	Sars2	MGI:1919234		
224024	Scarf2	MGI:1858430		
20255	Scg3	MGI:103032		
22287	Scgb1a1	MGI:98919		
107815	Scml2	MGI:1340042		
26456	Sema4g	MGI:1347047		
20357	Sema5b	MGI:107555		
74777	Sepn1	MGI:2151208		
20363	Sepp1	MGI:894288		
18952	Sept4	MGI:1270156		
56526	Sept6	MGI:1888939		
235072	Sept7	MGI:1335094		
27361	Sepx1	MGI:1351642		
238393	Serpina3f	MGI:2182838		
12401	Serpina6	MGI:88278		
97848	Serpinb6c	MGI:2145481		
20706	Serpinb9b	MGI:894668		
20317	Serpinf1	MGI:108080		
12258	Serping1	MGI:894696		
12406	Serpinh1	MGI:88283		
240427	Setbp1	MGI:1933199		
67465	Sf3a1	MGI:1914715		
20387	Sftpa1	MGI:109518		
24053	Sgcg	MGI:1346524		
20400	Sh2d1a	MGI:1328352		
58194	Sh3kbp1	MGI:1889583		
14218	Sh3pxd2a	MGI:1298393		
20439	Siah2	MGI:108062		
233274	Siglech	MGI:2443256		
20464	Sim1	MGI:98306		
64384	Sirt3	MGI:1927665		
20474	Six4	MGI:106034		
108077	Skiv2l	MGI:1099835		
20491	Sla	MGI:104295		
27218	Slamf1	MGI:1351314		
30925	Slamf6	MGI:1353620		
75345	Slamf7	MGI:1922595		
74748	Slamf8	MGI:1921998		
98365	Slamf9	MGI:1923692		
20495	Slc12a1	MGI:103150		
243755	Slc13a4	MGI:2442367		
108052	Slc14a1	MGI:1351654		
72472	Slc16a10	MGI:1919722		
20502	Slc16a2	MGI:1203732		
57274	Slc16a8	MGI:1929519		
105355	Slc17a3	MGI:2389216		
20509	Slc19a1	MGI:103182		
20517	Slc22a1	MGI:108111		
20518	Slc22a2	MGI:1335072		
20519	Slc22a3	MGI:1333817		
18399	Slc22a6	MGI:892001		
19879	Slc22a8	MGI:1336187		
54338	Slc23a2	MGI:1859682		
238384	Slc24a4	MGI:2447362		
246696	Slc25a28	MGI:2180509		
67554	Slc25a30	MGI:1914804		
171429	Slc26a6	MGI:2159728		
114304	Slc28a3	MGI:2137361		
71279	Slc29a3	MGI:1918529		
20526	Slc2a2	MGI:1095438		
56017	Slc2a8	MGI:1860103		
20505	Slc34a1	MGI:1345284		
76157	Slc35d3	MGI:1923407		
215332	Slc36a3	MGI:2665001		
56857	Slc37a2	MGI:1929693		
105727	Slc38a1	MGI:2145895		
214922	Slc39a2	MGI:2684326		
14977	Slc39a7	MGI:95909		
58207	Slc43a3	MGI:1931054		
20536	Slc4a3	MGI:109350		
20537	Slc5a1	MGI:107678		
64454	Slc5a4b	MGI:1890478		
232333	Slc6a1	MGI:95627		
22598	Slc6a18	MGI:1336892		
74338	Slc6a19	MGI:1921588		
22599	Slc6a20b	MGI:1336891		
102857	Slc6a8	MGI:2147834		
53896	Slc7a10	MGI:1858261		
110891	Slc8a2	MGI:107996		
65962	Slc9a3r2	MGI:1890662		
236794	Slc9a6	MGI:2443511		
20564	Slit3	MGI:1315202		
76965	Slitrk1	MGI:2679446		
245446	Slitrk4	MGI:2442509		
66660	Sltm	MGI:1913910		
57277	Slurp1	MGI:1930923		
66993	Smarcd3	MGI:1914243		
223809	Smgc	MGI:1859618		
64074	Smoc2	MGI:1929881		
66106	Smpx	MGI:1913356		
20603	Sms	MGI:109490		
232187	Smyd5	MGI:108048		
20623	Snrk	MGI:108104		
20638	Snrpb	MGI:98342		
67804	Snx2	MGI:1915054		
54198	Snx3	MGI:1860188		
69150	Snx4	MGI:1916400		
227631	Sohlh1	MGI:2684956		
20410	Sorbs3	MGI:700013		
81840	Sorcs2	MGI:1932289		
20660	Sorl1	MGI:1202296		
20666	Sox11	MGI:98359		
20681	Sox8	MGI:98370		
170574	Sp7	MGI:2153568		
74362	Spag17	MGI:1921612		
75469	Spata19	MGI:1922719		
74281	Spatc1	MGI:1921531		
30051	Spdef	MGI:1353422		
69982	Spink2	MGI:1917232		
20741	Spnb1	MGI:98387		
26972	Spo11	MGI:1349669		
20745	Spock1	MGI:105371		
101809	Spred3	MGI:2142186		
20773	Sptlc2	MGI:108074		
78586	Srbd1	MGI:1925836		
269397	Ss18l1	MGI:2444061		
20604	Sst	MGI:98326		
20607	Sstr3	MGI:98329		
19143	St14	MGI:1338881		
20454	St3gal5	MGI:1339963		
20448	St6galnac4	MGI:1341894		
64213	St7	MGI:1927450		
20450	St8sia2	MGI:106020		
192188	Stab2	MGI:2178743		
20845	Star	MGI:102760		
56018	Stard10	MGI:1860093		
243362	Stard13	MGI:2385331		
236920	Stard8	MGI:2448556		
20855	Stc1	MGI:109131		
20460	Stil	MGI:107477		
269019	Stk32a	MGI:2442403		
56471	Stmn4	MGI:1931224		
20904	Strm	MGI:1343201		
20917	Suclg2	MGI:1306824		
24069	Sufu	MGI:1345643		
20887	Sult1a1	MGI:102896		
20888	Sult1c1	MGI:102928		
64051	Sv2a	MGI:1927139		
84543	Sval2	MGI:1934254		
243377	Svs1	MGI:2682321		
56872	Pate4	MGI:1930790		
68416	Sycn	MGI:1915666		
20965	Syn2	MGI:103020		
171180	Syt12	MGI:2159601		
319508	Syt15	MGI:2442166		
20980	Syt2	MGI:99666		
20981	Syt3	MGI:99665		
209512	Taar2	MGI:2685071		
493809	Taar3	MGI:3527427		
21334	Tac2	MGI:98476		
225895	Taf6l	MGI:2444957		
387353	Tas2r126	MGI:2681273		
387512	Tas2r135	MGI:2681302		
387513	Tas2r138	MGI:2681306		
76281	Tax1bp3	MGI:1923531		
67016	Tbc1d2b	MGI:1914266		
21384	Tbx15	MGI:1277234		
21391	Tbxas1	MGI:98497		
432450	Nkain2	MGI:1923447		
21400	Tcea2	MGI:107368		
27224	Tceb3	MGI:1351315		
21412	Tcf21	MGI:1202715		
209446	Tcfe3	MGI:98511		
71325	Tchhl1	MGI:1918575		
21453	Tcof1	MGI:892003		
102791	Tcta	MGI:1918829		
219249	Tdrd3	MGI:2444023		
21683	Tecta	MGI:109575		
21689	Tekt1	MGI:1333819		
24084	Tekt2	MGI:1346335		
71062	Tekt3	MGI:1918312		
83559	Tex18	MGI:1890547		
21804	Tgfb1i1	MGI:102784		
21816	Tgm1	MGI:98730		
21817	Tgm2	MGI:98731		
241636	Tgm6	MGI:3044321		
21825	Thbs1	MGI:98737		
21830	Theg	MGI:1338756		
403175	Tigd4	MGI:2685264		
21853	Timeless	MGI:1321393		
21859	Timp3	MGI:98754		
239081	Tlr11	MGI:3045226		
142980	Tlr3	MGI:2156367		
170744	Tlr8	MGI:2176887		
17112	Tm4sf1	MGI:104678		
67888	Tmem100	MGI:1915138		
68539	Tmem109	MGI:1915789		
231633	Tmem119	MGI:2385228		
66154	Tmem14c	MGI:1913404		
211986	Tmem18	MGI:2387176		
83921	Tmem2	MGI:1890373		
71764	C2cd2l	MGI:1919014		
236792	Mmgt1	MGI:2384305		
67564	Tmem35	MGI:1914814		
235135	Tmem45b	MGI:2384574		
77975	Tmem50b	MGI:1925225		
217733	Tmem63c	MGI:2444386		
68255	Tmem86b	MGI:1915505		
627191	Tmem90a	MGI:2685107		
20776	Tmie	MGI:2159400		
208171	Tmprss7	MGI:2686594		
21938	Tnfrsf1b	MGI:1314883		
22163	Tnfrsf4	MGI:104512		
21943	Tnfsf11	MGI:1100089		
326623	Tnfsf15	MGI:2180140		
21949	Tnfsf8	MGI:88328		
21956	Tnnt2	MGI:104597		
216810	Tom1l2	MGI:2443306		
12751	Tpp1	MGI:1336194		
26945	Tpsg1	MGI:1349391		
103213	Traf3ip2	MGI:2143599		
22045	Trhr	MGI:98824		
19824	Trim10	MGI:1338757		
74735	Trim14	MGI:1921985		
72169	Trim29	MGI:1919419		
94093	Trim33	MGI:2137357		
209456	Trp53bp2	MGI:2138319		
63873	Trpv4	MGI:1926945		
14605	Tsc22d3	MGI:1196284		
66805	Tspan1	MGI:1914055		
70747	Tspan2	MGI:1917997		
72480	Tspyl4	MGI:106393		
71099	Tssk4	MGI:1918349		
22122	Tsta3	MGI:98857		
22127	Tsx	MGI:108118		
76260	Ttc8	MGI:1923510		
69480	Ttc9	MGI:1916730		
57776	Ttyh1	MGI:1889007		
22141	Tub	MGI:2651573		
67951	Tubb6	MGI:1915201		
237858	Tusc5	MGI:3029307		
26462	Txnrd2	MGI:1347023		
22173	Tyr	MGI:98880		
67591	Ubl4b	MGI:1914841		
50933	Uchl3	MGI:1355274		
22245	Uck1	MGI:98904		
52020	Umodl1	MGI:1929785		
74154	Unkl	MGI:1921404		
68134	Upf3b	MGI:1915384		
22268	Upk1b	MGI:98912		
22269	Upk2	MGI:98913		
22217	Usp12	MGI:1270128		
53376	Usp2	MGI:1858178		
30940	Usp25	MGI:1353655		
195434	Utp14b	MGI:2445092		
105372	Utp15	MGI:2145443		
224065	Uts2d	MGI:2677064		
113852	V1rb1	MGI:2148515		
113855	V1rb7	MGI:2148518		
171228	V1re5	MGI:2159626		
171278	V1rh21	MGI:2159686		
53620	Vamp5	MGI:1858622		
246154	Vasn	MGI:2177651		
22324	Vav1	MGI:98923		
22330	Vcl	MGI:98927		
22344	Vezf1	MGI:1313291		
74199	Vit	MGI:1921449		
107305	Vps37c	MGI:2147661		
320808	Dcaf5	MGI:2444785		
268933	Wdr24	MGI:2446285		
71682	Wdr27	MGI:1918932		
54636	Wdr45	MGI:1859606		
66840	Wdr45l	MGI:1914090		
70235	Wdr51a	MGI:1917485		
22402	Wisp1	MGI:1197008		
93735	Wnt16	MGI:2136018		
22413	Wnt2	MGI:98954		
22417	Wnt4	MGI:98957		
22423	Wnt8b	MGI:109485		
22412	Wnt9b	MGI:1197020		
16963	Xcl1	MGI:104593		
23832	Xcr1	MGI:1346338		
22436	Xdh	MGI:98973		
219149	Xkr6	MGI:2447765		
170745	Xpnpep2	MGI:2180001		
237256	Zc3h12d	MGI:3045313		
72693	Zcchc12	MGI:1919943		
66995	Zcchc18	MGI:1914245		
213436	Zcchc5	MGI:2685221		
214290	Zcchc6	MGI:2387179		
224454	Zdhhc14	MGI:2653229		
228136	Zdhhc5	MGI:1923573		
66980	Zdhhc6	MGI:1914230		
102193	Zdhhc7	MGI:2142662		
27801	Zdhhc8	MGI:1338012		
22646	Zfp105	MGI:1277119		
224585	Zfp160	MGI:108187		
22666	Zfp161	MGI:1195345		
22673	Zfp185	MGI:108095		
27081	Zfp275	MGI:1350985		
26919	Zfp346	MGI:1349417		
238803	Zfp366	MGI:2178429		
232854	Zfp418	MGI:2444763		
78619	Zfp449	MGI:1925869		
68490	Zfp579	MGI:1915740		
67370	Zfp606	MGI:1914620		
170938	Zfp617	MGI:2684459		
232816	Zfp628	MGI:2665174		
319601	Zfp653	MGI:2442362		
72020	Zfp654	MGI:1919270		
22764	Zfx	MGI:99211		
22776	Zim1	MGI:1341879		
56364	Zmym3	MGI:1927231		
52696	Zwint	MGI:1289227		
